ID,Date,y,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
7466,30/06/2018,859,2,22.2,88,1,295,20.1,0,0,0,Summer,No Holiday,Yes
7467,30/06/2018,625,3,21.9,88,0.9,274,19.8,0,0,0,Summer,No Holiday,Yes
7468,30/06/2018,382,4,21.7,93,0.1,244,20.5,0,0,0,Summer,No Holiday,Yes
7469,30/06/2018,247,5,21.7,88,0.6,289,19.6,0,0,0,Summer,No Holiday,Yes
7470,30/06/2018,310,6,22.1,85,0.5,303,19.4,0.01,0.1,0,Summer,No Holiday,Yes
7471,30/06/2018,468,7,22.5,86,0.6,299,20,0.07,0,0,Summer,No Holiday,Yes
7472,30/06/2018,825,8,23.4,81,0.5,313,19.9,0.37,0,0,Summer,No Holiday,Yes
7473,30/06/2018,862,9,24.2,81,0.9,295,20.7,0.53,0,0,Summer,No Holiday,Yes
7474,30/06/2018,933,10,25.1,73,0.9,358,19.9,0.66,0,0,Summer,No Holiday,Yes
7475,30/06/2018,871,11,26.4,71,1,430,20.7,1.36,0,0,Summer,No Holiday,Yes
7476,30/06/2018,858,12,25.2,94,2.8,166,24.1,0.39,6.4,0,Summer,No Holiday,Yes
7477,30/06/2018,1144,13,25.6,87,1.7,390,23.2,0.71,3.5,0,Summer,No Holiday,Yes
7478,30/06/2018,1235,14,27.5,69,0.5,736,21.2,1.84,0,0,Summer,No Holiday,Yes
7479,30/06/2018,1311,15,27.8,71,0.9,733,22,0.93,0,0,Summer,No Holiday,Yes
7480,30/06/2018,1317,16,27.9,69,0.5,880,21.6,0.61,0,0,Summer,No Holiday,Yes
7481,30/06/2018,1291,17,27.4,75,2.3,616,22.5,0.46,0,0,Summer,No Holiday,Yes
7482,30/06/2018,306,18,27.5,79,0.5,1237,23.5,0.65,0.5,0,Summer,No Holiday,Yes
7483,30/06/2018,481,19,24.3,95,0.5,958,23.4,0.11,4,0,Summer,No Holiday,Yes
7484,30/06/2018,778,20,24.2,88,0.8,1276,22,0.06,0,0,Summer,No Holiday,Yes
7485,30/06/2018,1005,21,23.9,84,0.7,1552,21,0,0,0,Summer,No Holiday,Yes
7486,30/06/2018,1107,22,23.4,88,0.9,1153,21.2,0,0,0,Summer,No Holiday,Yes
7487,30/06/2018,919,23,22.9,92,0.6,989,21.5,0,0,0,Summer,No Holiday,Yes
7488,21/07/2018,1132,0,27.5,73,1.1,1834,22.2,0,0,0,Summer,No Holiday,Yes
7489,21/07/2018,945,1,27,74,1.1,1833,21.9,0,0,0,Summer,No Holiday,Yes
7490,21/07/2018,684,2,26.4,72,0.2,1766,20.9,0,0,0,Summer,No Holiday,Yes
7491,21/07/2018,477,3,26.1,74,0.1,1683,21,0,0,0,Summer,No Holiday,Yes
7492,21/07/2018,347,4,25.6,77,1.2,1203,21.2,0,0,0,Summer,No Holiday,Yes
7493,21/07/2018,292,5,25,78,0.3,1474,20.8,0,0,0,Summer,No Holiday,Yes
7494,21/07/2018,381,6,24.9,76,0,1473,20.3,0.02,0,0,Summer,No Holiday,Yes
7495,21/07/2018,491,7,25.3,71,0.4,1226,19.6,0.34,0,0,Summer,No Holiday,Yes
7496,21/07/2018,720,8,27.4,63,0.9,1043,19.7,1.03,0,0,Summer,No Holiday,Yes
7497,21/07/2018,729,9,29.6,57,0.9,977,20.1,1.71,0,0,Summer,No Holiday,Yes
7498,21/07/2018,699,10,31.4,51,1.1,847,20,2.32,0,0,Summer,No Holiday,Yes
7499,21/07/2018,676,11,32.9,45,2.1,1020,19.3,2.72,0,0,Summer,No Holiday,Yes
7500,21/07/2018,735,12,34.2,35,1.8,1528,16.5,3.14,0,0,Summer,No Holiday,Yes
7501,21/07/2018,727,13,35.2,34,1.8,1636,16.9,3.21,0,0,Summer,No Holiday,Yes
7502,21/07/2018,682,14,36.3,34,1.3,1493,17.9,3.17,0,0,Summer,No Holiday,Yes
7503,21/07/2018,785,15,36.5,35,3,1355,18.5,2.71,0,0,Summer,No Holiday,Yes
7504,21/07/2018,883,16,36.8,30,2.8,1756,16.3,2.41,0,0,Summer,No Holiday,Yes
7505,21/07/2018,1011,17,36.3,36,3.1,1972,18.8,1.91,0,0,Summer,No Holiday,Yes
7506,21/07/2018,1202,18,35,42,2.9,1953,20.1,1.26,0,0,Summer,No Holiday,Yes
7507,21/07/2018,1423,19,33.4,51,2.6,2000,21.8,0.59,0,0,Summer,No Holiday,Yes
7508,21/07/2018,1655,20,31.5,53,1.8,2000,20.7,0.08,0,0,Summer,No Holiday,Yes
7509,21/07/2018,1731,21,30.2,54,1.8,2000,19.8,0,0,0,Summer,No Holiday,Yes
7510,21/07/2018,1588,22,29.4,55,1.4,2000,19.4,0,0,0,Summer,No Holiday,Yes
7511,21/07/2018,1288,23,28.8,56,1.6,2000,19.1,0,0,0,Summer,No Holiday,Yes
7512,22/07/2018,1088,0,28.1,56,0.2,2000,18.4,0,0,0,Summer,No Holiday,Yes
7513,22/07/2018,772,1,27.3,60,0.8,2000,18.8,0,0,0,Summer,No Holiday,Yes
7514,22/07/2018,587,2,26.8,63,0.6,2000,19.1,0,0,0,Summer,No Holiday,Yes
7515,22/07/2018,438,3,26.3,63,0.2,2000,18.6,0,0,0,Summer,No Holiday,Yes
7516,22/07/2018,270,4,25.9,71,0.3,2000,20.2,0,0,0,Summer,No Holiday,Yes
7517,22/07/2018,256,5,25.5,72,0.4,2000,20,0,0,0,Summer,No Holiday,Yes
7518,22/07/2018,286,6,25.3,73,0.6,1979,20.1,0.02,0,0,Summer,No Holiday,Yes
7519,22/07/2018,360,7,25.8,67,0.9,1773,19.1,0.34,0,0,Summer,No Holiday,Yes
7520,22/07/2018,477,8,27.9,60,0.6,1835,19.4,1.06,0,0,Summer,No Holiday,Yes
7521,22/07/2018,526,9,30.5,54,0.9,1907,20.1,1.71,0,0,Summer,No Holiday,Yes
7522,22/07/2018,522,10,32.2,50,0.8,1881,20.4,2.29,0,0,Summer,No Holiday,Yes
7523,22/07/2018,499,11,33.8,45,1.9,1928,20.2,2.74,0,0,Summer,No Holiday,Yes
7524,22/07/2018,560,12,35.5,39,1.9,1803,19.4,3.05,0,0,Summer,No Holiday,Yes
7525,22/07/2018,569,13,36.7,33,1.8,1911,17.7,3.24,0,0,Summer,No Holiday,Yes
7526,22/07/2018,565,14,37.4,34,2.3,1860,18.8,3.05,0,0,Summer,No Holiday,Yes
7527,22/07/2018,632,15,37.5,33,2,1816,18.4,2.32,0,0,Summer,No Holiday,Yes
7528,22/07/2018,771,16,37.8,31,2.5,1929,17.7,2.46,0,0,Summer,No Holiday,Yes
7529,22/07/2018,965,17,37.6,33,2.1,1837,18.5,1.82,0,0,Summer,No Holiday,Yes
7530,22/07/2018,1212,18,36.3,35,3,1860,18.3,0.89,0,0,Summer,No Holiday,Yes
7531,22/07/2018,1478,19,34.5,47,2.8,1762,21.5,0.42,0,0,Summer,No Holiday,Yes
7532,22/07/2018,1688,20,33.3,50,2.3,1706,21.4,0.1,0,0,Summer,No Holiday,Yes
7533,22/07/2018,1666,21,32.3,50,1.7,1784,20.5,0,0,0,Summer,No Holiday,Yes
7534,22/07/2018,1346,22,31.7,51,1.4,1742,20.3,0,0,0,Summer,No Holiday,Yes
7535,22/07/2018,1030,23,31.2,52,1.5,1670,20.1,0,0,0,Summer,No Holiday,Yes
7536,23/07/2018,792,0,30.6,50,2.3,1631,18.9,0,0,0,Summer,No Holiday,Yes
7537,23/07/2018,542,1,30,52,1.5,1774,19,0,0,0,Summer,No Holiday,Yes
7538,23/07/2018,382,2,29.7,53,1.4,1682,19,0,0,0,Summer,No Holiday,Yes
7539,23/07/2018,238,3,29.6,50,2.1,1970,18,0,0,0,Summer,No Holiday,Yes
7540,23/07/2018,174,4,29.3,51,0.9,1498,18.1,0,0,0,Summer,No Holiday,Yes
7541,23/07/2018,310,5,29.3,55,1.6,2000,19.3,0,0,0,Summer,No Holiday,Yes
7542,23/07/2018,652,6,29.2,58,1.7,2000,20,0.01,0,0,Summer,No Holiday,Yes
7543,23/07/2018,1241,7,29.3,58,0.8,2000,20.1,0.23,0,0,Summer,No Holiday,Yes
7544,23/07/2018,1889,8,30,56,0.9,2000,20.2,0.54,0,0,Summer,No Holiday,Yes
7545,23/07/2018,985,9,31,55,1.5,1945,20.8,1.14,0,0,Summer,No Holiday,Yes
7546,23/07/2018,636,10,31.8,51,1.5,1900,20.4,1.71,0,0,Summer,No Holiday,Yes
7547,23/07/2018,611,11,32.7,48,2.2,1908,20.2,2.53,0,0,Summer,No Holiday,Yes
7548,23/07/2018,655,12,34.1,47,2.3,1862,21.1,2.94,0,0,Summer,No Holiday,Yes
7549,23/07/2018,688,13,33.8,47,1.7,1887,20.9,1.57,0,0,Summer,No Holiday,Yes
7550,23/07/2018,670,14,34.3,45,2.2,1967,20.6,1.64,0,0,Summer,No Holiday,Yes
7551,23/07/2018,739,15,35.4,46,2.2,1861,22,2.48,0,0,Summer,No Holiday,Yes
7552,23/07/2018,960,16,34.8,47,2.2,1839,21.8,1.32,0,0,Summer,No Holiday,Yes
7553,23/07/2018,1310,17,34.8,49,3,1866,22.5,1.37,0,0,Summer,No Holiday,Yes
7554,23/07/2018,2405,18,33.9,53,3.2,1886,22.9,0.94,0,0,Summer,No Holiday,Yes
7555,23/07/2018,2112,19,32.6,58,3.2,1962,23.2,0.45,0,0,Summer,No Holiday,Yes
7556,23/07/2018,2051,20,31.5,61,1.8,2000,23,0.07,0,0,Summer,No Holiday,Yes
7557,23/07/2018,1994,21,30.8,60,1.8,2000,22.1,0,0,0,Summer,No Holiday,Yes
7558,23/07/2018,1697,22,30.3,60,1.8,2000,21.6,0,0,0,Summer,No Holiday,Yes
7559,23/07/2018,1157,23,30,58,1.6,2000,20.8,0,0,0,Summer,No Holiday,Yes
7560,24/07/2018,874,0,29.6,61,1,2000,21.2,0,0,0,Summer,No Holiday,Yes
7561,24/07/2018,715,1,29.1,64,1.2,2000,21.5,0,0,0,Summer,No Holiday,Yes
7562,24/07/2018,487,2,28.6,66,0.9,2000,21.6,0,0,0,Summer,No Holiday,Yes
7563,24/07/2018,332,3,28.2,65,0.3,1999,20.9,0,0,0,Summer,No Holiday,Yes
7564,24/07/2018,218,4,27.8,67,0.2,1982,21.1,0,0,0,Summer,No Holiday,Yes
7565,24/07/2018,306,5,27.5,70,0.1,1976,21.5,0,0,0,Summer,No Holiday,Yes
7566,24/07/2018,673,6,27.2,71,0.8,1920,21.4,0.02,0,0,Summer,No Holiday,Yes
7567,24/07/2018,1213,7,27.8,63,1.2,1781,20.1,0.32,0,0,Summer,No Holiday,Yes
7568,24/07/2018,1820,8,29.9,59,0.8,1727,21,1.03,0,0,Summer,No Holiday,Yes
7569,24/07/2018,926,9,31.7,59,1,1706,22.6,1.69,0,0,Summer,No Holiday,Yes
7570,24/07/2018,610,10,32.4,54,0.9,1631,21.8,1.45,0,0,Summer,No Holiday,Yes
7571,24/07/2018,620,11,33.9,46,1.6,1387,20.6,2.15,0,0,Summer,No Holiday,Yes
7572,24/07/2018,671,12,34.5,50,1.4,1901,22.5,1.89,0,0,Summer,No Holiday,Yes
7573,24/07/2018,688,13,36.4,41,1.3,1655,21,2.86,0,0,Summer,No Holiday,Yes
7574,24/07/2018,649,14,35.8,49,2.8,1264,23.4,2.4,0,0,Summer,No Holiday,Yes
7575,24/07/2018,735,15,35.8,47,2.2,1029,22.7,1.51,0,0,Summer,No Holiday,Yes
7576,24/07/2018,834,16,34.9,51,2,1221,23.2,0.76,0,0,Summer,No Holiday,Yes
7577,24/07/2018,1297,17,34.9,51,2.2,1235,23.2,0.98,0,0,Summer,No Holiday,Yes
7578,24/07/2018,2300,18,34.9,53,2.2,1296,23.8,0.86,0,0,Summer,No Holiday,Yes
7579,24/07/2018,1968,19,33.1,57,2.2,1670,23.4,0.44,0,0,Summer,No Holiday,Yes
7580,24/07/2018,1834,20,31.1,63,2,1542,23.2,0.06,0,0,Summer,No Holiday,Yes
7581,24/07/2018,1899,21,30.2,65,2.3,1642,22.8,0,0,0,Summer,No Holiday,Yes
7582,24/07/2018,1773,22,29.8,66,3.2,1511,22.7,0,0,0,Summer,No Holiday,Yes
7583,24/07/2018,1193,23,29.3,66,2.8,1854,22.2,0,0,0,Summer,No Holiday,Yes
7584,25/07/2018,939,0,28.9,66,2.2,2000,21.9,0,0,0,Summer,No Holiday,Yes
7585,25/07/2018,726,1,28.7,67,2.6,2000,21.9,0,0,0,Summer,No Holiday,Yes
7586,25/07/2018,499,2,28.8,68,1.8,2000,22.2,0,0,0,Summer,No Holiday,Yes
7587,25/07/2018,327,3,28.9,69,2.8,1871,22.6,0,0,0,Summer,No Holiday,Yes
7588,25/07/2018,212,4,28.5,74,2.6,1549,23.4,0,0,0,Summer,No Holiday,Yes
7589,25/07/2018,299,5,28.3,74,2.4,1378,23.2,0,0,0,Summer,No Holiday,Yes
7590,25/07/2018,657,6,28.1,75,1.8,1092,23.2,0.01,0,0,Summer,No Holiday,Yes
7591,25/07/2018,1171,7,28.3,72,2,1200,22.7,0.1,0,0,Summer,No Holiday,Yes
7592,25/07/2018,1893,8,28.7,70,3.5,1470,22.6,0.52,0,0,Summer,No Holiday,Yes
7593,25/07/2018,995,9,29.4,66,2.5,1308,22.3,0.91,0,0,Summer,No Holiday,Yes
7594,25/07/2018,696,10,30.7,61,2.8,1521,22.3,1.5,0,0,Summer,No Holiday,Yes
7595,25/07/2018,749,11,30.7,63,3.4,1323,22.8,1.13,0,0,Summer,No Holiday,Yes
7596,25/07/2018,791,12,31.1,60,2.7,1331,22.4,1.02,0,0,Summer,No Holiday,Yes
7597,25/07/2018,783,13,32.3,56,3,1504,22.3,1.74,0,0,Summer,No Holiday,Yes
7598,25/07/2018,754,14,33,53,1.7,1357,22.1,1.73,0,0,Summer,No Holiday,Yes
7599,25/07/2018,781,15,34,50,3,1705,22.1,1.72,0,0,Summer,No Holiday,Yes
7600,25/07/2018,977,16,34.1,52,2.5,1304,22.8,2.23,0,0,Summer,No Holiday,Yes
7601,25/07/2018,1412,17,33.2,56,2.2,1428,23.2,1.03,0,0,Summer,No Holiday,Yes
7602,25/07/2018,2416,18,32.2,58,2.5,1553,22.8,0.44,0,0,Summer,No Holiday,Yes
7603,25/07/2018,2039,19,31.7,60,2.3,1492,22.9,0.23,0,0,Summer,No Holiday,Yes
7604,25/07/2018,1935,20,30.9,67,1.7,1470,24,0.05,0,0,Summer,No Holiday,Yes
7605,25/07/2018,1811,21,29.7,74,2.2,1342,24.5,0,0,0,Summer,No Holiday,Yes
7606,25/07/2018,1767,22,28.8,76,2.8,1231,24.1,0,0,0,Summer,No Holiday,Yes
7607,25/07/2018,1289,23,28,77,1.9,1346,23.5,0,0,0,Summer,No Holiday,Yes
7608,26/07/2018,939,0,27.7,78,1.2,1341,23.5,0,0,0,Summer,No Holiday,Yes
7609,26/07/2018,718,1,27.6,79,1,1261,23.6,0,0,0,Summer,No Holiday,Yes
7610,26/07/2018,498,2,27.6,78,0.1,1289,23.4,0,0,0,Summer,No Holiday,Yes
7611,26/07/2018,355,3,27.7,76,0.2,1376,23,0,0,0,Summer,No Holiday,Yes
7612,26/07/2018,252,4,27.7,75,1,1360,22.8,0,0,0,Summer,No Holiday,Yes
7613,26/07/2018,306,5,27.4,78,0.8,1301,23.2,0,0,0,Summer,No Holiday,Yes
7614,26/07/2018,602,6,27.4,77,0.7,1113,23,0,0,0,Summer,No Holiday,Yes
7615,26/07/2018,1175,7,27.7,75,1.2,1103,22.8,0.1,0,0,Summer,No Holiday,Yes
7616,26/07/2018,1823,8,28.3,72,0.8,1165,22.7,0.34,0,0,Summer,No Holiday,Yes
7617,26/07/2018,966,9,29.1,69,1,853,22.8,0.67,0,0,Summer,No Holiday,Yes
7618,26/07/2018,644,10,29.5,68,1.8,946,22.9,0.54,0,0,Summer,No Holiday,Yes
7619,26/07/2018,614,11,30.2,67,1.5,1003,23.3,0.87,0,0,Summer,No Holiday,Yes
7620,26/07/2018,600,12,32,57,1.6,1075,22.4,1.94,0,0,Summer,No Holiday,Yes
7621,26/07/2018,628,13,32.4,54,0.7,896,21.8,1.41,0,0,Summer,No Holiday,Yes
7622,26/07/2018,706,14,33,56,2.5,879,23,1.33,0,0,Summer,No Holiday,Yes
7623,26/07/2018,774,15,33.1,58,1.9,882,23.7,0.87,0,0,Summer,No Holiday,Yes
7624,26/07/2018,920,16,33.5,57,2.8,989,23.8,1.55,0,0,Summer,No Holiday,Yes
7625,26/07/2018,1394,17,33.1,59,2.9,1038,24,1.14,0,0,Summer,No Holiday,Yes
7626,26/07/2018,2367,18,33.2,59,1.8,1069,24,0.99,0,0,Summer,No Holiday,Yes
7627,26/07/2018,1994,19,32.3,63,2.1,1037,24.3,0.41,0,0,Summer,No Holiday,Yes
7628,26/07/2018,1790,20,31,68,1.4,1162,24.3,0.05,0,0,Summer,No Holiday,Yes
7629,26/07/2018,1868,21,30,74,2.7,1056,24.8,0,0,0,Summer,No Holiday,Yes
7630,26/07/2018,1709,22,29.4,78,1.6,1011,25.1,0,0,0,Summer,No Holiday,Yes
7631,26/07/2018,1273,23,29,79,1.2,971,24.9,0,0,0,Summer,No Holiday,Yes
7632,27/07/2018,909,0,28.6,80,0.6,990,24.8,0,0,0,Summer,No Holiday,Yes
7633,27/07/2018,747,1,28.3,78,0.5,1072,24,0,0,0,Summer,No Holiday,Yes
7634,27/07/2018,537,2,27.8,79,1.4,1049,23.8,0,0,0,Summer,No Holiday,Yes
7635,27/07/2018,371,3,27.6,80,1.6,929,23.8,0,0,0,Summer,No Holiday,Yes
7636,27/07/2018,218,4,27.3,85,1.6,671,24.5,0,0,0,Summer,No Holiday,Yes
7637,27/07/2018,295,5,27.2,86,0.8,657,24.6,0,0,0,Summer,No Holiday,Yes
7638,27/07/2018,647,6,27.2,85,0.1,702,24.4,0.02,0,0,Summer,No Holiday,Yes
7639,27/07/2018,1111,7,27.6,80,1,783,23.8,0.27,0,0,Summer,No Holiday,Yes
7640,27/07/2018,1763,8,28.5,76,0.9,725,23.8,0.59,0,0,Summer,No Holiday,Yes
7641,27/07/2018,934,9,29.9,69,1.5,769,23.5,1.12,0,0,Summer,No Holiday,Yes
7642,27/07/2018,639,10,31.2,61,2.3,901,22.7,1.71,0,0,Summer,No Holiday,Yes
7643,27/07/2018,619,11,32.7,56,1.9,1034,22.7,2.57,0,0,Summer,No Holiday,Yes
7644,27/07/2018,714,12,33.7,53,1.9,990,22.7,2.5,0,0,Summer,No Holiday,Yes
7645,27/07/2018,653,13,35.3,48,2.5,880,22.6,2.89,0,0,Summer,No Holiday,Yes
7646,27/07/2018,507,14,34.1,57,1.8,667,24.3,1.13,0,0,Summer,No Holiday,Yes
7647,27/07/2018,776,15,35.3,52,1.9,822,23.9,2.15,0,0,Summer,No Holiday,Yes
7648,27/07/2018,905,16,35,55,2.8,835,24.6,1.56,0,0,Summer,No Holiday,Yes
7649,27/07/2018,1289,17,34.7,59,2.7,1095,25.5,1.49,0,0,Summer,No Holiday,Yes
7650,27/07/2018,2183,18,33.7,62,3.2,1082,25.3,0.87,0,0,Summer,No Holiday,Yes
7651,27/07/2018,1657,19,32,68,3,1286,25.3,0.38,0,0,Summer,No Holiday,Yes
7652,27/07/2018,1565,20,30.7,73,2.8,1310,25.2,0.04,0,0,Summer,No Holiday,Yes
7653,27/07/2018,1547,21,30.3,75,1.1,1289,25.3,0,0,0,Summer,No Holiday,Yes
7654,27/07/2018,1507,22,29.9,74,2,1201,24.7,0,0,0,Summer,No Holiday,Yes
7655,27/07/2018,1182,23,29.7,76,1.2,1159,25,0,0,0,Summer,No Holiday,Yes
7656,28/07/2018,992,0,29.4,78,2.1,1072,25.1,0,0,0,Summer,No Holiday,Yes
7657,28/07/2018,875,1,29.1,79,1.3,975,25,0,0,0,Summer,No Holiday,Yes
7658,28/07/2018,656,2,28.8,80,1.9,925,24.9,0,0,0,Summer,No Holiday,Yes
7659,28/07/2018,461,3,28.5,81,1.2,911,24.9,0,0,0,Summer,No Holiday,Yes
7660,28/07/2018,340,4,28.3,83,1.7,814,25.1,0,0,0,Summer,No Holiday,Yes
7661,28/07/2018,248,5,28.1,84,0.5,754,25.1,0,0,0,Summer,No Holiday,Yes
7662,28/07/2018,313,6,28,85,0.8,647,25.2,0.01,0,0,Summer,No Holiday,Yes
7663,28/07/2018,428,7,28.4,82,0.7,748,25,0.16,0,0,Summer,No Holiday,Yes
7664,28/07/2018,606,8,29.6,75,0.4,749,24.6,0.66,0,0,Summer,No Holiday,Yes
7665,28/07/2018,671,9,30.6,74,1.4,716,25.4,0.95,0,0,Summer,No Holiday,Yes
7666,28/07/2018,654,10,32,65,0.9,966,24.5,1.19,0,0,Summer,No Holiday,Yes
7667,28/07/2018,592,11,32.8,62,0.6,881,24.5,1.3,0,0,Summer,No Holiday,Yes
7668,28/07/2018,632,12,33.6,62,1.9,820,25.3,1.35,0,0,Summer,No Holiday,Yes
7669,28/07/2018,741,13,34.2,58,1.8,933,24.7,1.33,0,0,Summer,No Holiday,Yes
7670,28/07/2018,314,14,34.4,65,1.8,960,26.8,1.75,0.2,0,Summer,No Holiday,Yes
7671,28/07/2018,468,15,28.9,86,2.2,1592,26.3,0.26,7.3,0,Summer,No Holiday,Yes
7672,28/07/2018,706,16,28.6,82,3.4,1022,25.2,0.14,0,0,Summer,No Holiday,Yes
7673,28/07/2018,863,17,28.2,83,1.3,1099,25,0.11,0,0,Summer,No Holiday,Yes
7674,28/07/2018,843,18,29,81,0.8,989,25.4,0.22,0,0,Summer,No Holiday,Yes
7675,28/07/2018,974,19,29.3,78,0,988,25,0.15,0,0,Summer,No Holiday,Yes
7676,28/07/2018,1095,20,29.2,82,0.4,1000,25.8,0.01,0,0,Summer,No Holiday,Yes
7677,28/07/2018,1211,21,29.1,78,1.1,1362,24.8,0,0,0,Summer,No Holiday,Yes
7678,28/07/2018,1158,22,29,74,0.9,1652,23.8,0,0,0,Summer,No Holiday,Yes
7679,28/07/2018,1039,23,28.6,74,0.7,1807,23.5,0,0,0,Summer,No Holiday,Yes
7680,29/07/2018,921,0,28.4,70,0.9,1945,22.3,0,0,0,Summer,No Holiday,Yes
7681,29/07/2018,636,1,28,71,0.6,1799,22.2,0,0,0,Summer,No Holiday,Yes
7682,29/07/2018,511,2,27.7,73,0.4,1832,22.4,0,0,0,Summer,No Holiday,Yes
7683,29/07/2018,403,3,27.4,73,0.6,1893,22.1,0,0,0,Summer,No Holiday,Yes
7684,29/07/2018,245,4,27,74,0.8,1816,21.9,0,0,0,Summer,No Holiday,Yes
7685,29/07/2018,199,5,26.7,75,0.3,1871,21.8,0,0,0,Summer,No Holiday,Yes
7686,29/07/2018,266,6,26.4,76,0.4,1813,21.8,0.01,0,0,Summer,No Holiday,Yes
7687,29/07/2018,345,7,26.9,69,0.8,1960,20.7,0.29,0,0,Summer,No Holiday,Yes
7688,29/07/2018,456,8,28.6,63,0.8,1867,20.8,1,0,0,Summer,No Holiday,Yes
7689,29/07/2018,519,9,30.6,54,1.7,1831,20.2,1.68,0,0,Summer,No Holiday,Yes
7690,29/07/2018,473,10,32.4,48,1.9,1952,19.9,2.33,0,0,Summer,No Holiday,Yes
7691,29/07/2018,476,11,33.6,46,1.7,1965,20.3,2.6,0,0,Summer,No Holiday,Yes
7692,29/07/2018,644,12,33.8,47,1.7,1962,20.9,1.92,0,0,Summer,No Holiday,Yes
7693,29/07/2018,622,13,34.4,41,2.9,1970,19.2,2.33,0,0,Summer,No Holiday,Yes
7694,29/07/2018,630,14,35.4,43,1.4,2000,20.9,2.48,0,0,Summer,No Holiday,Yes
7695,29/07/2018,713,15,35.9,37,1.9,1949,18.9,1.98,0,0,Summer,No Holiday,Yes
7696,29/07/2018,760,16,36,33,1.4,2000,17.1,1.97,0,0,Summer,No Holiday,Yes
7697,29/07/2018,895,17,36.3,36,1.5,2000,18.8,1.87,0,0,Summer,No Holiday,Yes
7698,29/07/2018,1141,18,35.8,35,1.3,2000,17.9,1.21,0,0,Summer,No Holiday,Yes
7699,29/07/2018,1486,19,34.4,39,1.2,2000,18.4,0.58,0,0,Summer,No Holiday,Yes
7700,29/07/2018,1697,20,32.3,48,1.4,2000,19.8,0.08,0,0,Summer,No Holiday,Yes
7701,29/07/2018,1638,21,31.1,47,1.3,2000,18.4,0,0,0,Summer,No Holiday,Yes
7702,29/07/2018,1406,22,30.4,45,1.6,2000,17.1,0,0,0,Summer,No Holiday,Yes
7703,29/07/2018,1108,23,29.9,45,1.4,2000,16.6,0,0,0,Summer,No Holiday,Yes
7704,30/07/2018,810,0,29.2,50,1.1,2000,17.7,0,0,0,Summer,No Holiday,Yes
7705,30/07/2018,575,1,28.5,54,1.1,2000,18.2,0,0,0,Summer,No Holiday,Yes
7706,30/07/2018,363,2,28,57,1.2,2000,18.6,0,0,0,Summer,No Holiday,Yes
7707,30/07/2018,253,3,27.4,59,1.4,2000,18.6,0,0,0,Summer,No Holiday,Yes
7708,30/07/2018,209,4,26.7,62,1,2000,18.8,0,0,0,Summer,No Holiday,Yes
7709,30/07/2018,273,5,26.4,62,0.6,2000,18.5,0,0,0,Summer,No Holiday,Yes
7710,30/07/2018,668,6,26.2,64,1.4,2000,18.8,0.01,0,0,Summer,No Holiday,Yes
7711,30/07/2018,1130,7,26.8,59,1.1,2000,18.1,0.28,0,0,Summer,No Holiday,Yes
7712,30/07/2018,1646,8,28.8,56,1.4,2000,19.1,1.08,0,0,Summer,No Holiday,Yes
7713,30/07/2018,866,9,30.5,53,1.6,2000,19.8,1.74,0,0,Summer,No Holiday,Yes
7714,30/07/2018,609,10,32,50,2.1,1992,20.2,2.34,0,0,Summer,No Holiday,Yes
7715,30/07/2018,623,11,33.2,46,1.4,1968,20,2.16,0,0,Summer,No Holiday,Yes
7716,30/07/2018,663,12,33.6,48,1.6,2000,21,1.89,0,0,Summer,No Holiday,Yes
7717,30/07/2018,688,13,34.7,43,1.3,2000,20.2,2.05,0,0,Summer,No Holiday,Yes
7718,30/07/2018,645,14,35.3,41,1.3,2000,20,2.01,0,0,Summer,No Holiday,Yes
7719,30/07/2018,666,15,35.5,43,1.3,2000,20.9,1.61,0,0,Summer,No Holiday,Yes
7720,30/07/2018,845,16,36.4,40,1.1,2000,20.6,1.79,0,0,Summer,No Holiday,Yes
7721,30/07/2018,1224,17,35.4,44,0.8,2000,21.2,1.1,0,0,Summer,No Holiday,Yes
7722,30/07/2018,2347,18,36.5,38,0.9,2000,19.8,1.17,0,0,Summer,No Holiday,Yes
7723,30/07/2018,2016,19,35.2,43,0.9,2000,20.7,0.42,0,0,Summer,No Holiday,Yes
7724,30/07/2018,1947,20,33.9,46,1.4,2000,20.6,0.03,0,0,Summer,No Holiday,Yes
7725,30/07/2018,1875,21,33.1,48,1.1,2000,20.6,0,0,0,Summer,No Holiday,Yes
7726,30/07/2018,1552,22,32.5,50,1.2,2000,20.7,0,0,0,Summer,No Holiday,Yes
7727,30/07/2018,1202,23,31.7,52,1.2,2000,20.6,0,0,0,Summer,No Holiday,Yes
7728,31/07/2018,901,0,31,54,0.8,2000,20.5,0,0,0,Summer,No Holiday,Yes
7729,31/07/2018,695,1,30.2,57,0.7,2000,20.7,0,0,0,Summer,No Holiday,Yes
7730,31/07/2018,476,2,29.8,57,0.8,2000,20.3,0,0,0,Summer,No Holiday,Yes
7731,31/07/2018,334,3,29.3,57,1.6,2000,19.8,0,0,0,Summer,No Holiday,Yes
7732,31/07/2018,244,4,28.8,58,0.9,2000,19.7,0,0,0,Summer,No Holiday,Yes
7733,31/07/2018,284,5,28.3,60,1.6,2000,19.7,0,0,0,Summer,No Holiday,Yes
